sourceIndex,status,score,sourceName,seed,item,en,name,country,lat,lng,category,wikiEnTitle,wikiRuTitle,image,typeLabel,note
1153,importable,108,Barbuda mountain valleys,Barbuda,Q1718336,Boggy Peak,Холм Богги,Antigua and Barbuda,17.05,-61.85,mountain,Boggy Peak,Холм Богги,http://commons.wikimedia.org/wiki/Special:FilePath/Boggy%20Peak.JPG,гора,country:Antigua and Barbuda
1163,importable,108,Buenos Aires Capital Federal river gorges,Buenos Aires Capital Federal,Q143650,Drake Passage,Пролив Дрейка,Argentina,-58.580277777,-62.909444444,water,Drake Passage,Пролив Дрейка,http://commons.wikimedia.org/wiki/Special:FilePath/00%201470%20Iceberg%20-%20Drake%20Passage.jpg,пролив,country:Argentina
1169,importable,108,Aragatsotn mountain valleys,Aragatsotn,Q203568,Mount Aragats,Арагац,Armenia,40.523055555,44.195277777,mountain,Mount Aragats,Арагац,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Aragats%202020-05-11.jpg,гора,country:Armenia
1176,importable,108,Syunik' mountain valleys,Syunik',Q211263,Armenian highlands,Армянское нагорье,Armenia,39.7,44.3,mountain,Armenian highlands,Армянское нагорье,http://commons.wikimedia.org/wiki/Special:FilePath/Khor%20Virap%20Monastery%20and%20Mount%20Ararat%2C%20Armenia.jpg,горный хребет,country:Armenia
1177,importable,108,Aruba mountain valleys,Aruba,Q594885,Jamanota,Яманота,Aruba,12.487222222,-69.940277777,mountain,Jamanota,Яманота,http://commons.wikimedia.org/wiki/Special:FilePath/Sero%20Jamanota%2C%20Aruba.jpg,гора,country:Aruba
1179,importable,108,Australian Capital Territory mountain valleys,Australian Capital Territory,Q178167,Mount Kosciuszko,Косцюшко (гора),Australia,-36.4558303,148.2635105,mountain,Mount Kosciuszko,Косцюшко (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Kosciuszko%20Townsend.jpg,гора,country:Australia
1186,importable,108,Western Australia mountain valleys,Western Australia,Q185611,Federation Peak,Федерейшен-Пик,Australia,-43.271388888,146.475555555,mountain,Federation Peak,Федерейшен-Пик,http://commons.wikimedia.org/wiki/Special:FilePath/Federation%20Peak.jpg,гора,country:Australia
1418,importable,108,Christmas Island mountain valleys,Christmas Island,Q130217,Mount Bogong,Богонг (гора),Australia,-36.7325,147.305833333,mountain,Mount Bogong,Богонг (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Bogong.jpg,гора,country:Australia
1180,importable,108,New South Wales forest reserves,New South Wales,Q68472,Great Otway National Park,Грейт-Отуэй,Australia,-38.7733,143.557,forest,Great Otway National Park,Грейт-Отуэй,http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20elizabeth.jpg,природоохранная зона,country:Australia
1421,importable,108,Home Island forest reserves,Home Island,Q80343,West Cape Howe National Park,Уэст-Кейп-Хоуи,Australia,-35.1061,117.593,forest,West Cape Howe National Park,Уэст-Кейп-Хоуи,http://commons.wikimedia.org/wiki/Special:FilePath/2002%20-%20View%20across%20Shelley%20Beach%20to%20West%20Cape%20Howe%2C%20WA%20-%20panoramio.jpg,природоохранная зона,country:Australia
1187,importable,108,Burgenland mountain valleys,Burgenland,Q95747,Alpine Rhine Valley,Альпийский Рейн,Austria,46.823441,9.407769,desert,Alpine Rhine Valley,Альпийский Рейн,http://commons.wikimedia.org/wiki/Special:FilePath/2012-11-08%2009-10-56%20Deutschland%20Baden-W%C3%BCrttemberg%20Wangen%20im%20Allg%C3%A4u%20Riehlings.JPG,долина,country:Austria
1194,importable,108,Vorarlberg mountain valleys,Vorarlberg,Q666531,Naafkopf,Нафкопф,Austria,47.060705555,9.607152777,mountain,Naafkopf,Нафкопф,http://commons.wikimedia.org/wiki/Special:FilePath/Naafkopf.jpg,гора,country:Austria
1188,importable,108,Kaernten forest reserves,Kaernten,Q696014,Hohe Tauern National Park,Высокий Тауэрн (национальный парк),Austria,47.13556,12.32529,forest,Hohe Tauern National Park,Высокий Тауэрн (национальный парк),http://commons.wikimedia.org/wiki/Special:FilePath/Jungfernsprung%20im%20Nationalpark%20Hohe%20Tauern.JPG,национальный парк,country:Austria
1182,importable,108,Queensland coastal wetlands,Queensland,Q180844,Gulf of Carpentaria,Карпентария,Australia,-13.75,139,water,Gulf of Carpentaria,Карпентария,http://commons.wikimedia.org/wiki/Special:FilePath/Gulf%20of%20Carpentaria-MODIS%20250m.jpg,залив,country:Australia
1184,importable,108,Tasmania lake district,Tasmania,Q181482,Darling River,Дарлинг (река),Australia,-34.1117,141.9078,water,Darling River,Дарлинг (река),http://commons.wikimedia.org/wiki/Special:FilePath/Darling-near-Bourke.jpg,река,country:Australia
1423,importable,108,North Keeling Island coastal wetlands,North Keeling Island,Q183078,Murray River,Муррей (река),Australia,-35.5589,138.88,water,Murray River,Муррей (река),http://commons.wikimedia.org/wiki/Special:FilePath/Murray%20River%20at%20Boundary%20Bend.jpg,река,country:Australia
1189,importable,108,Niederoesterreich river gorges,Niederoesterreich,Q192201,Wachau,Вахау,Austria,48.36444,15.43417,desert,Wachau,Вахау,http://commons.wikimedia.org/wiki/Special:FilePath/Wachau%20%282%29.JPG,долина,country:Austria
1191,importable,108,Salzburg desert landscapes,Salzburg,Q203139,Zillertal,Циллерталь,Austria,47.333333333,11.866666666,desert,Zillertal,Циллерталь,http://commons.wikimedia.org/wiki/Special:FilePath/Zillertaler%20Berglandschaft.jpg,долина,country:Austria
1190,importable,108,Oberoesterreich coastal wetlands,Oberoesterreich,Q106588,Isar,Изар,Austria,47.375555555,11.408055555,water,Isar,Изар,http://commons.wikimedia.org/wiki/Special:FilePath/Georgenstein%20Ostufer.jpg,река,country:Austria
1192,importable,108,Steiermark lake district,Steiermark,Q152661,Salzach,Зальцах,Austria,47.3,12.1157,water,Salzach,Зальцах,http://commons.wikimedia.org/wiki/Special:FilePath/Salzach%20near%20werfen%2020040828.jpg,река,country:Austria
1203,importable,108,Acklins and Crooked Islands mountain valleys,Acklins and Crooked Islands,Q746274,Mount Alvernia,Алверния,The Bahamas,24.294166666,-75.408333333,mountain,Mount Alvernia,Алверния,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Hermitage%2C%20Cat%20Island%2C%20Bahamas.jpg,гора,country:The Bahamas
1206,importable,108,Exuma coastal wetlands,Exuma,Q341919,Acklins,Аклинс,The Bahamas,22.45,-73.95,water,Acklins,Аклинс,http://commons.wikimedia.org/wiki/Special:FilePath/Acklins.JPG,остров,country:The Bahamas
1208,importable,108,Fresh Creek lake district,Fresh Creek,Q845540,San Salvador Island,Сан-Сальвадор (Багамские острова),The Bahamas,24.035,-74.4975,water,San Salvador Island,Сан-Сальвадор (Багамские острова),http://commons.wikimedia.org/wiki/Special:FilePath/Grahams%20Harbour%201.JPG,остров,country:The Bahamas
1213,importable,108,Al Mintaqah al Gharbiyah river gorges,Al Mintaqah al Gharbiyah,Q633504,Sakhir,Сахир (пустыня),Bahrain,26.033333,50.516667,desert,Sakhir,Сахир (пустыня),http://commons.wikimedia.org/wiki/Special:FilePath/Tree%20of%20Life%2C%20Bahrain%20-%20%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%A8%E0%B5%8D%E0%B4%B1%E0%B5%86%20%E0%B4%AE%E0%B4%B0%E0%B4%82%2C%20%E0%B4%AC%E0%B4%B9%E0%B5%8D%E0%B4%B1%E0%B5%88%E0%B5%BB%2001.JPG,пустыня,country:Bahrain
1216,importable,108,Al Muharraq lake district,Al Muharraq,Q34675,Persian Gulf,Персидский залив,Bahrain,26,52,water,Persian Gulf,Персидский залив,http://commons.wikimedia.org/wiki/Special:FilePath/PersianGulf%20vue%20satellite%20du%20golfe%20persique.jpg,залив,country:Bahrain
1193,importable,108,Tirol highland plateau,Tirol,Q203241,Marmolada,Мармолада,Italy,46.424444444,11.85,mountain,Marmolada,Мармолада,http://commons.wikimedia.org/wiki/Special:FilePath/Marmolata%2C%203343m.jpg,горный хребет,country:Italy
1820,importable,108,Abruzzo mountain valleys,Abruzzo,Q207323,Vulcano,Вулькано,Italy,38.4042,14.9658,mountain,Vulcano,Вулькано,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20Vulcano%20%28view%20from%20the%20east%29.jpg,гора,country:Italy
1826,importable,108,Lazio highland plateau,Lazio,Q586646,Monte Massico,Массико,Italy,41.1629649,13.9171317,mountain,Monte Massico,Массико,http://commons.wikimedia.org/wiki/Special:FilePath/Sessa%20Aurunca%20sud-est.jpg,горный хребет,country:Italy
1827,importable,108,Liguria mountain valleys,Liguria,Q595382,Sella Pass,Селла (перевал),Italy,46.506666666,11.757222222,mountain,Sella Pass,Селла (перевал),http://commons.wikimedia.org/wiki/Special:FilePath/070406-10%20Sellajoch.jpg,перевал,country:Italy
1222,importable,108,Mymensingh coastal wetlands,Mymensingh,Q38684,Bay of Bengal,Бенгальский залив,Bangladesh,15,88,water,Bay of Bengal,Бенгальский залив,http://commons.wikimedia.org/wiki/Special:FilePath/India%20satellite%20image.png,залив,country:Bangladesh
1224,importable,108,Rajshahi lake district,Rajshahi,Q45403,Brahmaputra River,Брахмапутра,Bangladesh,26.200722222,91.746833333,water,Brahmaputra River,Брахмапутра,http://commons.wikimedia.org/wiki/Special:FilePath/Brahmaputra%20River%20Homeward%20bound.jpg,река,country:Bangladesh
1242,importable,108,Antwerpen mountain valleys,Antwerpen,Q151985,Ardennes,Арденны (горы),Belgium,50.25,5.666666666,mountain,Ardennes,Арденны (горы),http://commons.wikimedia.org/wiki/Special:FilePath/Frahan%20JPG01.jpg,горный хребет,country:Belgium
1249,importable,108,Namur mountain valleys,Namur,Q313834,Rhenish Massif,Рейнские Сланцевые горы,Belgium,50.365555555,7.606277777,mountain,Rhenish Massif,Рейнские Сланцевые горы,http://commons.wikimedia.org/wiki/Special:FilePath/Frahan%20JPG01.jpg,горный хребет,country:Belgium
1243,importable,108,Brabant Wallon forest reserves,Brabant Wallon,Q36856,Zwin,Звин,Belgium,51.36696,3.36911,forest,Zwin,Звин,http://commons.wikimedia.org/wiki/Special:FilePath/Zwin.jpg,природоохранная зона,country:Belgium
1248,importable,108,Luxembourg highland plateau,Luxembourg,Q298176,Éislek,Эслинг,Luxembourg,50,6,mountain,Éislek,Эслинг,http://commons.wikimedia.org/wiki/Special:FilePath/Erpeldange-S%C3%BBre%2C%20panneau%20%C3%89islek%20%28102%29.jpg,горный хребет,country:Luxembourg
1250,importable,108,Belize mountain valleys,Belize,Q47490,Doyle's Delight,Дойлс-Делайт,Belize,16.5,-89.05,mountain,Doyle's Delight,Дойлс-Делайт,http://commons.wikimedia.org/wiki/Special:FilePath/Doyle%27s%20Delight.jpg,гора,country:Belize
1256,importable,108,Alibori mountain valleys,Alibori,Q581452,Togo Mountains,Атакора,Benin,7.416666666,0.666666666,mountain,Togo Mountains,Атакора,http://commons.wikimedia.org/wiki/Special:FilePath/Atakora-Auslaufer.JPG,горный хребет,country:Benin
1259,importable,108,Borgou coastal wetlands,Borgou,Q3542,Niger River,Нигер (река),Benin,9.097222222,-10.682777777,water,Niger River,Нигер (река),http://commons.wikimedia.org/wiki/Special:FilePath/Niger%20River%20View%2C%20Djenne%20%286861797%29.jpg,река,country:Benin
1261,importable,108,Couffo lake district,Couffo,Q252472,Oti River,Оти (река),Benin,8.344583333,0.233833333,water,Oti River,Оти (река),http://commons.wikimedia.org/wiki/Special:FilePath/Pendjari%20Fluss.JPG,река,country:Benin
1375,importable,108,Porto Novo lake district,Porto Novo,Q268624,Mono River,Моно (река),Benin,6.29073,1.86716,water,Mono River,Моно (река),http://commons.wikimedia.org/wiki/Special:FilePath/Togo-karte-politisch.png,река,country:Benin
1273,importable,108,Chhukha forest reserves,Chhukha,Q3848508,Eastern Himalayan subalpine conifer forests,Восточногималайские субальпийские хвойные леса,Bhutan,28,84,forest,Eastern Himalayan subalpine conifer forests,Восточногималайские субальпийские хвойные леса,http://commons.wikimedia.org/wiki/Special:FilePath/GangkharPuensum3.jpg,лес,country:Bhutan
1276,importable,108,Geylegphug desert landscapes,Geylegphug,Q4517108,Bumthang Valley,Чокхор (долина),Bhutan,27.55,90.75,desert,Bumthang Valley,Чокхор (долина),http://commons.wikimedia.org/wiki/Special:FilePath/Bumthang-Tal%20in%20Bhutan.jpg,долина,country:Bhutan
1277,importable,108,Lhuntshi lake district,Lhuntshi,Q5636418,Ha Chhu,Ха-Чу,Bhutan,27.5335,89.1162,water,Ha Chhu,Ха-Чу,http://commons.wikimedia.org/wiki/Special:FilePath/HaaValley.jpg,река,country:Bhutan
1278,importable,108,Mongar highland plateau,Mongar,Q18457036,Liankang Kangri,Лянканг-Кангри,Bhutan,28.06399155,90.44345856,mountain,Liankang Kangri,Лянканг-Кангри,http://commons.wikimedia.org/wiki/Special:FilePath/082%20-%20Gangkar%20Puensum%20-%207%2C570m%20%28Dochula%20pass%29%20%284677022812%29.jpg,гора,country:Bhutan
1282,importable,108,Cochabamba river gorges,Cochabamba,Q187551,Strait of Tiquina,Тикина,Bolivia,-16.2191,-68.8504,water,Strait of Tiquina,Тикина,http://commons.wikimedia.org/wiki/Special:FilePath/00%201652%20Ferry%20across%20Lake%20Titicaca%20-%20Altiplano.jpg,пролив,country:Bolivia
1284,importable,108,Oruro desert landscapes,Oruro,Q1382079,Salvador Dalí Desert,Пустыня Сальвадора Дали,Bolivia,-22.614984,-67.6637769,desert,Salvador Dalí Desert,Пустыня Сальвадора Дали,http://commons.wikimedia.org/wiki/Special:FilePath/Desierto%20de%20Dal%C3%AD%2C%20Bolivia%2C%202016-02-02%2C%20DD%20107.JPG,пустыня,country:Bolivia
1283,importable,108,La Paz coastal wetlands,La Paz,Q21794804,Tajzara Lake,Тахсара,Bolivia,-21.71673,-65.07058,water,Tajzara Lake,Тахсара,http://commons.wikimedia.org/wiki/Special:FilePath/Espejo%20Magico.jpg,озеро,country:Bolivia
1558,importable,108,La Paz lake district,La Paz,Q117615,Mamoré River,Маморе,Bolivia,-15.944758333,-64.755883333,water,Mamoré River,Маморе,http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%ADo%20Mamor%C3%A9%20-%20Bolivia.jpg,река,country:Bolivia
1288,importable,108,Federation of Bosnia and Herzegovina mountain valleys,Federation of Bosnia and Herzegovina,Q44945,Lebršnik,Лебршник (гора),Bosnia and Herzegovina,43.207273,18.650153,mountain,Lebršnik,Лебршник (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Izgori%20pogled%20na%20Lebr%C5%A1nik.jpg,гора,country:Bosnia and Herzegovina
1289,importable,108,Republika Srpska forest reserves,Republika Srpska,Q1262800,Sutjeska National Park,Национальный парк Сутьеска,Bosnia and Herzegovina,43.337,18.684,forest,Sutjeska National Park,Национальный парк Сутьеска,http://commons.wikimedia.org/wiki/Special:FilePath/Perucica.jpg,природоохранная зона,country:Bosnia and Herzegovina
1293,importable,108,Gaborone coastal wetlands,Gaborone,Q4167466,Lotsane River,Лоцани,Botswana,-22.698127777,26.380033333,water,Lotsane River,Лоцани,http://commons.wikimedia.org/wiki/Special:FilePath/Lotsane%20river%20after%20flood.jpg,река,country:Botswana
1299,importable,108,Alagoas forest reserves,Alagoas,Q10345072,Guartelá State Park,Гуартела (парк штата),Brazil,-24.562054,-50.256411,forest,Guartelá State Park,Гуартела (парк штата),http://commons.wikimedia.org/wiki/Special:FilePath/Guartel%C3%A1.jpg,природоохранная зона,country:Brazil
1240,importable,108,Minskaya lake district,Minskaya,Q80240,Ural (river),Урал (река),Russia,46.883888888,51.616944444,water,Ural (river),Урал (река),http://commons.wikimedia.org/wiki/Special:FilePath/Ural%20river.jpg,река,country:Russia
1302,importable,108,Bahia desert landscapes,Bahia,Q10263006,Guartelá Canyon,Гуартела (каньон),Brazil,-24.54944444,-50.26944444,desert,Guartelá Canyon,Гуартела (каньон),http://commons.wikimedia.org/wiki/Special:FilePath/Canion%20guartela.JPG,каньон,country:Brazil
1303,importable,108,Ceara lake district,Ceara,Q253986,Tefé River,Тефе (река),Brazil,-4.470555555,-65.4925,water,Tefé River,Тефе (река),http://commons.wikimedia.org/wiki/Special:FilePath/Rio%20Tefe.jpg,река,country:Brazil
1305,importable,108,Espirito Santo mountain valleys,Espirito Santo,Q118899,Brazilian Highlands,Бразильское плоскогорье,Brazil,-17.673239,-49.200004,mountain,Brazilian Highlands,Бразильское плоскогорье,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20panor%C3%A2mica%20do%20Parque%20nacional%20da%20Chapada%20dos%20Guimar%C3%A3es.JPG,горный хребет,country:Brazil
1307,importable,108,Jost Van Dyke forest reserves,Jost Van Dyke,Q116661,Loch Lomond and The Trossachs National Park,Лох-Ломонд-энд-те-Троссахс,United Kingdom,56.25,-4.61667,forest,Loch Lomond and The Trossachs National Park,Лох-Ломонд-энд-те-Троссахс,http://commons.wikimedia.org/wiki/Special:FilePath/Argyll%20Forest%20Park%20008.jpg,природоохранная зона,country:United Kingdom
1311,importable,108,Brunei and Muara forest reserves,Brunei and Muara,Q2913503,Borneo lowland rain forests,Борнейские равнинные дождевые леса,Brunei,-2,114,forest,Borneo lowland rain forests,Борнейские равнинные дождевые леса,http://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Palung%20Jungle.jpg,лес,country:Brunei
1314,importable,108,Blagoevgrad mountain valleys,Blagoevgrad,Q6489,Rhodope Mountains,Родопы,Bulgaria,41.601111111,24.574166666,mountain,Rhodope Mountains,Родопы,http://commons.wikimedia.org/wiki/Special:FilePath/Rhodopen%20Balkan%20topo%20de.jpg,горный хребет,country:Bulgaria
1320,importable,108,Kyustendil highland plateau,Kyustendil,Q46499,Ruen (mountain),Руен (гора),Bulgaria,42.15798056,22.51632222,mountain,Ruen (mountain),Руен (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Ruen%20IMG%204742.jpg,гора,country:Bulgaria
1321,importable,108,Lovech mountain valleys,Lovech,Q111676,Sakar (mountain),Сакар (гора),Bulgaria,41.983333333,26.266666666,mountain,Sakar (mountain),Сакар (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Sakar%20Mountain%20Bulgaria.jpg,горный хребет,country:Bulgaria
1315,importable,108,Burgas forest reserves,Burgas,Q1648563,Kaliakra,Калиакра,Bulgaria,43.36126,28.46549,forest,Kaliakra,Калиакра,http://commons.wikimedia.org/wiki/Special:FilePath/Kaliakra.JPG,природоохранная зона,country:Bulgaria
1316,importable,108,Dobrich river gorges,Dobrich,Q768480,"Rose Valley, Bulgaria",Долина роз (Болгария),Bulgaria,42.58333,25.16667,desert,"Rose Valley, Bulgaria",Долина роз (Болгария),http://commons.wikimedia.org/wiki/Special:FilePath/Roses%20pickers%20in%20roses%20vally%2C%20kazanlak%2C%20bulgaria.jpg,долина,country:Bulgaria
